"Name","Start","End","Duration","Process"
"Filtrar campo [Fecha Vigencia]","2023-05-04T20:43:13.0000000","2023-05-04T20:43:34.0000000","0:00:21","Tableau 2023.1"
"Filtro [Mes de Fecha Vigencia]","2023-05-04T20:43:34.0000000","2023-05-04T20:44:23.0000000","0:00:49","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:44:23.0000000","2023-05-04T20:44:50.0000000","0:00:27","Tableau 2023.1"
"Filtro [Mes de Fecha Vigencia]","2023-05-04T20:44:50.0000000","2023-05-04T20:44:55.0000000","0:00:05","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:44:55.0000000","2023-05-04T20:45:00.0000000","0:00:05","Tableau 2023.1"
"Filtrar campo [Fecha Vigencia]","2023-05-04T20:45:00.0000000","2023-05-04T20:45:06.0000000","0:00:06","Tableau 2023.1"
"Filtro [Mes, Año de Fecha Vigencia]","2023-05-04T20:45:06.0000000","2023-05-04T20:45:15.0000000","0:00:09","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:45:15.0000000","2023-05-04T20:45:47.0000000","0:00:32","Tableau 2023.1"
"Editar Descripción emergente","2023-05-04T20:45:47.0000000","2023-05-04T20:45:57.0000000","0:00:10","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:45:57.0000000","2023-05-04T20:46:53.0000000","0:00:56","Tableau 2023.1"
"Filtro [Producto]","2023-05-04T20:46:53.0000000","2023-05-04T20:47:00.0000000","0:00:07","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:47:00.0000000","2023-05-04T20:51:52.0000000","0:04:52","Tableau 2023.1"
"Filtro [Producto]","2023-05-04T20:51:52.0000000","2023-05-04T20:51:57.0000000","0:00:05","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:51:57.0000000","2023-05-04T20:52:23.0000000","0:00:26","Tableau 2023.1"
"Filtrar campo [Precio]","2023-05-04T20:52:23.0000000","2023-05-04T20:52:28.0000000","0:00:05","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T20:52:28.0000000","2023-05-04T20:53:08.0000000","0:00:40","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:53:08.0000000","2023-05-04T20:53:17.0000000","0:00:09","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T20:53:17.0000000","2023-05-04T20:53:53.0000000","0:00:36","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:53:53.0000000","2023-05-04T20:55:03.0000000","0:01:10","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T20:55:03.0000000","2023-05-04T20:55:33.0000000","0:00:30","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:55:33.0000000","2023-05-04T20:56:57.0000000","0:01:24","Tableau 2023.1"
"Filtro [Precio (agrupación)]","2023-05-04T20:56:57.0000000","2023-05-04T20:57:03.0000000","0:00:06","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:57:03.0000000","2023-05-04T20:57:11.0000000","0:00:08","Tableau 2023.1"
"Filtro [Precio (agrupación)]","2023-05-04T20:57:11.0000000","2023-05-04T20:57:24.0000000","0:00:13","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:57:24.0000000","2023-05-04T20:58:09.0000000","0:00:45","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T20:58:09.0000000","2023-05-04T20:58:44.0000000","0:00:35","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T20:58:44.0000000","2023-05-04T21:00:06.0000000","0:01:22","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:00:06.0000000","2023-05-04T21:00:17.0000000","0:00:11","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:00:17.0000000","2023-05-04T21:00:26.0000000","0:00:09","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:00:26.0000000","2023-05-04T21:00:35.0000000","0:00:09","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:00:35.0000000","2023-05-04T21:00:43.0000000","0:00:08","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:00:43.0000000","2023-05-04T21:00:50.0000000","0:00:07","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:00:50.0000000","2023-05-04T21:00:58.0000000","0:00:08","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:00:58.0000000","2023-05-04T21:01:53.0000000","0:00:55","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:01:53.0000000","2023-05-04T21:02:22.0000000","0:00:29","Tableau 2023.1"
"Filtro [Precio (agrupación)]","2023-05-04T21:02:22.0000000","2023-05-04T21:02:27.0000000","0:00:05","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:02:27.0000000","2023-05-04T21:02:33.0000000","0:00:06","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:02:33.0000000","2023-05-04T21:02:51.0000000","0:00:18","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:02:51.0000000","2023-05-04T21:03:03.0000000","0:00:12","Tableau 2023.1"
"Filtro [Precio]","2023-05-04T21:03:03.0000000","2023-05-04T21:03:21.0000000","0:00:18","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:03:21.0000000","2023-05-04T21:03:31.0000000","0:00:10","Tableau 2023.1"
"Filtro [Precio (agrupación)]","2023-05-04T21:03:31.0000000","2023-05-04T21:03:50.0000000","0:00:19","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:03:50.0000000","2023-05-04T21:04:58.0000000","0:01:08","Tableau 2023.1"
"Editar agrupaciones [Precio]","2023-05-04T21:04:58.0000000","2023-05-04T21:05:05.0000000","0:00:07","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:05:05.0000000","2023-05-04T21:05:28.0000000","0:00:23","Tableau 2023.1"
"Filtro [Indice Tiempo]","2023-05-04T21:05:28.0000000","2023-05-04T21:05:36.0000000","0:00:08","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:05:36.0000000","2023-05-04T21:05:42.0000000","0:00:06","Tableau 2023.1"
"Advertencia","2023-05-04T21:05:42.0000000","2023-05-04T21:05:51.0000000","0:00:09","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:05:51.0000000","2023-05-04T21:10:13.0000000","0:04:22","Tableau 2023.1"
"Filtro [Producto]","2023-05-04T21:10:13.0000000","2023-05-04T21:10:19.0000000","0:00:06","Tableau 2023.1"
"Tableau - Libro1- La licencia de Tableau expira en 12 días","2023-05-04T21:10:19.0000000","2023-05-04T21:11:07.0000000","0:00:48","Tableau 2023.1"
"Guardar como","2023-05-04T21:11:07.0000000","2023-05-04T21:11:17.0000000","0:00:10","Tableau 2023.1"
"Tableau - precios en surtidor- La licencia de Tableau expira en 12 días","2023-05-04T21:11:17.0000000","2023-05-04T21:11:32.0000000","0:00:15","Tableau 2023.1"
"Nueva pestaña - Google Chrome","2023-05-04T21:11:32.0000000","2023-05-04T21:11:38.0000000","0:00:06","Google Chrome"
"observable - Buscar con Google - Google Chrome","2023-05-04T21:11:38.0000000","2023-05-04T21:11:46.0000000","0:00:08","Google Chrome"
"Collaborative data platform and canvas | Observable - Google Chrome","2023-05-04T21:11:46.0000000","2023-05-04T21:12:07.0000000","0:00:21","Google Chrome"
"Authorize application - Google Chrome","2023-05-04T21:12:07.0000000","2023-05-04T21:12:19.0000000","0:00:12","Google Chrome"
"Sign up | Observable - Google Chrome","2023-05-04T21:12:19.0000000","2023-05-04T21:13:20.0000000","0:01:01","Google Chrome"
"Home | Observable - Google Chrome","2023-05-04T21:13:20.0000000","2023-05-04T21:13:29.0000000","0:00:09","Google Chrome"
"Home | Observable - Google Chrome","2023-05-04T21:13:29.0000000","2023-05-04T21:13:43.0000000","0:00:14","Google Chrome"
"Untitled / velenp | Observable - Google Chrome","2023-05-04T21:13:43.0000000","2023-05-04T21:14:33.0000000","0:00:50","Google Chrome"
"Conmutación de tareas","2023-05-04T21:14:33.0000000","2023-05-04T21:14:38.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"infovis ECD 2022B (2023-05) - Hojas de cálculo de Google - Google Chrome","2023-05-04T21:14:38.0000000","2023-05-04T21:14:46.0000000","0:00:08","Google Chrome"
"Untitled / velenp | Observable - Google Chrome","2023-05-04T21:14:46.0000000","2023-05-04T21:34:14.0000000","0:19:28","Google Chrome"
"Untitled / velenp | Observable - Google Chrome","2023-05-05T09:19:16.0000000","2023-05-05T09:19:25.0000000","0:00:09","Google Chrome"
"Prediction Intervals from merMod Objects - Google Chrome","2023-05-05T09:19:25.0000000","2023-05-05T09:19:31.0000000","0:00:06","Google Chrome"
"uruguay - main - RStudio","2023-05-05T09:19:31.0000000","2023-05-05T09:19:43.0000000","0:00:12","RStudio"
"Untitled / velenp | Observable - Google Chrome","2023-05-05T09:19:43.0000000","2023-05-05T09:19:51.0000000","0:00:08","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-05T09:19:51.0000000","2023-05-05T09:20:22.0000000","0:00:31","Google Chrome"
"algorithm in r for detect atipic values in grouped database - Buscar con Google - Google Chrome","2023-05-05T09:20:22.0000000","2023-05-05T09:20:38.0000000","0:00:16","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:20:38.0000000","2023-05-05T09:21:59.0000000","0:01:21","Google Chrome"
"WhatsApp - Google Chrome","2023-05-05T09:21:59.0000000","2023-05-05T09:25:20.0000000","0:03:21","Google Chrome"
"odetector: Outlier Detection Using Partitioning Clustering Algorithms - Google Chrome","2023-05-05T09:25:20.0000000","2023-05-05T09:25:43.0000000","0:00:23","Google Chrome"
"Untitled / velenp | Observable - Google Chrome","2023-05-05T09:25:43.0000000","2023-05-05T09:26:43.0000000","0:01:00","Google Chrome"
"odetector: Outlier Detection Using Partitioning Clustering Algorithms - Google Chrome","2023-05-05T09:26:43.0000000","2023-05-05T09:27:54.0000000","0:01:11","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:27:54.0000000","2023-05-05T09:30:03.0000000","0:02:09","Google Chrome"
"Recibidos (11.636) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-05T09:30:03.0000000","2023-05-05T09:30:10.0000000","0:00:07","Google Chrome"
"IECS - Calendar - Semana del 30 de abril de 2023 - Google Chrome","2023-05-05T09:30:10.0000000","2023-05-05T09:30:19.0000000","0:00:09","Google Chrome"
"Recibidos (58) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome","2023-05-05T09:30:19.0000000","2023-05-05T09:30:24.0000000","0:00:05","Google Chrome"
"Conmutación de tareas","2023-05-05T09:30:24.0000000","2023-05-05T09:30:29.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"Recibidos (11.636) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-05T09:30:29.0000000","2023-05-05T09:30:34.0000000","0:00:05","Google Chrome"
"Meet - Google Chrome","2023-05-05T09:30:34.0000000","2023-05-05T09:30:40.0000000","0:00:06","Google Chrome"
"Untitled / velenp | Observable - Google Chrome","2023-05-05T09:30:40.0000000","2023-05-05T09:30:46.0000000","0:00:06","Google Chrome"
"Meet: Posteos Exceso de mortalidad - Google Chrome","2023-05-05T09:30:46.0000000","2023-05-05T09:34:01.0000000","0:03:15","Google Chrome"
"jech-2020-214764 1..11 - Google Chrome","2023-05-05T09:34:01.0000000","2023-05-05T09:34:06.0000000","0:00:05","Google Chrome"
"odetector: Outlier Detection Using Partitioning Clustering Algorithms - Google Chrome","2023-05-05T09:34:06.0000000","2023-05-05T09:34:11.0000000","0:00:05","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:34:11.0000000","2023-05-05T09:34:27.0000000","0:00:16","Google Chrome"
"Meet: Posteos Exceso de mortalidad - Google Chrome","2023-05-05T09:34:27.0000000","2023-05-05T09:42:31.0000000","0:08:04","Google Chrome"
"Bandeja de entrada - penninivel@paho.org - Outlook","2023-05-05T09:42:31.0000000","2023-05-05T09:42:38.0000000","0:00:07","Microsoft Outlook"
"Meet: Posteos Exceso de mortalidad - Google Chrome","2023-05-05T09:42:38.0000000","2023-05-05T09:51:09.0000000","0:08:31","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:51:09.0000000","2023-05-05T09:52:30.0000000","0:01:21","Google Chrome"
"Meet: Posteos Exceso de mortalidad - Google Chrome","2023-05-05T09:52:30.0000000","2023-05-05T09:56:47.0000000","0:04:17","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:56:47.0000000","2023-05-05T09:57:02.0000000","0:00:15","Google Chrome"
"(2) WhatsApp - Google Chrome","2023-05-05T09:57:02.0000000","2023-05-05T09:57:09.0000000","0:00:07","Google Chrome"
"Outliers detection in R - Stats and R - Google Chrome","2023-05-05T09:57:09.0000000","2023-05-05T09:57:21.0000000","0:00:12","Google Chrome"
"Meet: Posteos Exceso de mortalidad - Google Chrome","2023-05-05T09:57:21.0000000","2023-05-05T09:59:30.0000000","0:02:09","Google Chrome"
"Invitación: Posteos Exceso de mortalidad vie 5 may 2023 09:30 - 10:00 (ART) (velenpennini@gmail.com) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-05T09:59:30.0000000","2023-05-05T09:59:36.0000000","0:00:06","Google Chrome"
"Calendario de Google - Semana del 1 mayo 2023 - Google Chrome","2023-05-05T09:59:36.0000000","2023-05-05T09:59:44.0000000","0:00:08","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T09:59:44.0000000","2023-05-05T10:00:14.0000000","0:00:30","Google Chrome"
"Búsqueda","2023-05-05T10:00:14.0000000","2023-05-05T10:00:24.0000000","0:00:10","Microsoft® Windows® Operating System"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:00:24.0000000","2023-05-05T10:00:30.0000000","0:00:06","Google Chrome"
"RStudio","2023-05-05T10:00:30.0000000","2023-05-05T10:00:42.0000000","0:00:12","RStudio"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:00:42.0000000","2023-05-05T10:00:54.0000000","0:00:12","Google Chrome"
"RStudio","2023-05-05T10:00:54.0000000","2023-05-05T10:00:59.0000000","0:00:05","RStudio"
"Quit R Session","2023-05-05T10:00:59.0000000","2023-05-05T10:01:04.0000000","0:00:05","RStudio"
"excesoMortalidad - main - RStudio","2023-05-05T10:01:04.0000000","2023-05-05T10:01:15.0000000","0:00:11","RStudio"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:01:15.0000000","2023-05-05T10:06:42.0000000","0:05:27","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-05T10:06:42.0000000","2023-05-05T10:06:57.0000000","0:00:15","Google Chrome"
"Recibidos (59) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome","2023-05-05T10:06:57.0000000","2023-05-05T10:07:03.0000000","0:00:06","Google Chrome"
"Tableau - precios en surtidor- La licencia de Tableau expira en 11 días","2023-05-05T10:07:03.0000000","2023-05-05T10:07:10.0000000","0:00:07","Tableau 2023.1"
"Recibidos (59) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome","2023-05-05T10:07:10.0000000","2023-05-05T10:07:15.0000000","0:00:05","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:07:15.0000000","2023-05-05T10:11:33.0000000","0:04:18","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-05T10:11:33.0000000","2023-05-05T10:11:45.0000000","0:00:12","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-05T10:11:45.0000000","2023-05-05T10:11:51.0000000","0:00:06","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-05T10:11:51.0000000","2023-05-05T10:12:24.0000000","0:00:33","RStudio"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:12:24.0000000","2023-05-05T10:12:33.0000000","0:00:09","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-05T10:12:33.0000000","2023-05-05T10:27:51.0000000","0:15:18","RStudio"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:27:51.0000000","2023-05-05T10:34:24.0000000","0:06:33","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-05T10:34:24.0000000","2023-05-05T10:35:01.0000000","0:00:37","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:35:01.0000000","2023-05-05T10:36:41.0000000","0:01:40","Google Chrome"
"Centro de notificaciones","2023-05-05T10:36:41.0000000","2023-05-05T10:36:46.0000000","0:00:05","Windows Shell Experience Host"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:36:46.0000000","2023-05-05T10:36:52.0000000","0:00:06","Google Chrome"
"Sistema operativo Microsoft® Windows®","2023-05-05T10:36:52.0000000","2023-05-05T10:36:57.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"excesoMortalidad - main - RStudio","2023-05-05T10:36:57.0000000","2023-05-05T10:37:18.0000000","0:00:21","RStudio"
"(1) WhatsApp - Google Chrome","2023-05-05T10:37:18.0000000","2023-05-05T10:37:31.0000000","0:00:13","Google Chrome"
"Abrir","2023-05-05T10:37:31.0000000","2023-05-05T10:37:52.0000000","0:00:21","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:37:52.0000000","2023-05-05T10:38:45.0000000","0:00:53","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:38:45.0000000","2023-05-05T10:43:05.0000000","0:04:20","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:43:05.0000000","2023-05-05T10:44:25.0000000","0:01:20","Google Chrome"
"Conmutación de tareas","2023-05-05T10:44:25.0000000","2023-05-05T10:44:30.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:44:30.0000000","2023-05-05T10:44:39.0000000","0:00:09","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:44:39.0000000","2023-05-05T10:44:46.0000000","0:00:07","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:44:46.0000000","2023-05-05T10:47:29.0000000","0:02:43","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:47:29.0000000","2023-05-05T10:47:40.0000000","0:00:11","Google Chrome"
"Cian Araya 03-05-23 - Google Chrome","2023-05-05T10:47:40.0000000","2023-05-05T10:47:48.0000000","0:00:08","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:47:48.0000000","2023-05-05T10:49:17.0000000","0:01:29","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:49:17.0000000","2023-05-05T10:49:39.0000000","0:00:22","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-05T10:49:39.0000000","2023-05-05T10:49:53.0000000","0:00:14","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:49:53.0000000","2023-05-05T10:50:25.0000000","0:00:32","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-05T10:50:25.0000000","2023-05-05T10:51:49.0000000","0:01:24","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-05T10:51:49.0000000","2023-05-05T10:55:52.0000000","0:04:03","Google Chrome"
