Name,Start,End,Duration,Process,,,
mortality excess covid method median - Google Académico - Google Chrome,2023-05-09T01:05:28.0000000,2023-05-09T01:05:56.0000000,00:00:28,Google Chrome,,,
What should be the baseline when calculating excess mortality? New approaches suggest that we have underestimated the impact of the COVID-19 pandemic and previous winter peaks - ScienceDirect - Google Chrome,2023-05-09T01:05:56.0000000,2023-05-09T01:11:34.0000000,00:05:38,Google Chrome,,,
New chat - Google Chrome,2023-05-09T01:11:34.0000000,2023-05-09T01:11:43.0000000,00:00:09,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:11:43.0000000,2023-05-09T01:12:16.0000000,00:00:33,RStudio,,,
New chat - Google Chrome,2023-05-09T01:12:16.0000000,2023-05-09T01:12:35.0000000,00:00:19,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:12:35.0000000,2023-05-09T01:13:27.0000000,00:00:52,RStudio,,,
What should be the baseline when calculating excess mortality? New approaches suggest that we have underestimated the impact of the COVID-19 pandemic and previous winter peaks - ScienceDirect - Google Chrome,2023-05-09T01:13:27.0000000,2023-05-09T01:13:34.0000000,00:00:07,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-09T01:13:34.0000000,2023-05-09T01:13:41.0000000,00:00:07,Google Chrome,,,
stats::predict for xgboost - Buscar con Google - Google Chrome,2023-05-09T01:13:41.0000000,2023-05-09T01:13:49.0000000,00:00:08,Google Chrome,,,
Prediction — xgboost 1.7.5 documentation - Google Chrome,2023-05-09T01:13:49.0000000,2023-05-09T01:14:03.0000000,00:00:14,Google Chrome,,,
stats::predict for xgboost r - Buscar con Google - Google Chrome,2023-05-09T01:14:03.0000000,2023-05-09T01:14:19.0000000,00:00:16,Google Chrome,,,
RPubs - Traffic Prediction Using Arima and XGBOOST in R - Google Chrome,2023-05-09T01:14:19.0000000,2023-05-09T01:17:14.0000000,00:02:55,Google Chrome,,,
stats::predict for xgboost r - Buscar con Google - Google Chrome,2023-05-09T01:17:14.0000000,2023-05-09T01:17:29.0000000,00:00:15,Google Chrome,,,
confidence interval for xgboost - Buscar con Google - Google Chrome,2023-05-09T01:17:29.0000000,2023-05-09T01:17:37.0000000,00:00:08,Google Chrome,,,
regression - Prediction Intervals Using XGBoost - Data Science Stack Exchange - Google Chrome,2023-05-09T01:17:37.0000000,2023-05-09T01:18:55.0000000,00:01:18,Google Chrome,,,
machine learning - How to obtain a confidence interval or a measure of prediction dispersion when using xgboost for classification? - Stack Overflow - Google Chrome,2023-05-09T01:18:55.0000000,2023-05-09T01:19:04.0000000,00:00:09,Google Chrome,,,
regression - Prediction Intervals Using XGBoost - Data Science Stack Exchange - Google Chrome,2023-05-09T01:19:04.0000000,2023-05-09T01:19:09.0000000,00:00:05,Google Chrome,,,
machine learning - How to obtain a confidence interval or a measure of prediction dispersion when using xgboost for classification? - Stack Overflow - Google Chrome,2023-05-09T01:19:09.0000000,2023-05-09T01:19:14.0000000,00:00:05,Google Chrome,,,
regression - Prediction Intervals Using XGBoost - Data Science Stack Exchange - Google Chrome,2023-05-09T01:19:14.0000000,2023-05-09T01:19:47.0000000,00:00:33,Google Chrome,,,
regression - Prediction Intervals Using XGBoost - Data Science Stack Exchange - Google Chrome,2023-05-09T01:19:47.0000000,2023-05-09T01:19:56.0000000,00:00:09,Google Chrome,,,
gbaggin for xgboot to estimate intervals in r - Buscar con Google - Google Chrome,2023-05-09T01:19:56.0000000,2023-05-09T01:20:08.0000000,00:00:12,Google Chrome,,,
machine learning - How to obtain a confidence interval or a measure of prediction dispersion when using xgboost for classification? - Stack Overflow - Google Chrome,2023-05-09T01:20:08.0000000,2023-05-09T01:20:18.0000000,00:00:10,Google Chrome,,,
Confidence intervals for XGBoost | Towards Data Science - Google Chrome,2023-05-09T01:20:18.0000000,2023-05-09T01:21:44.0000000,00:01:26,Google Chrome,,,
gbaggin for xgboot to estimate intervals in r - Buscar con Google - Google Chrome,2023-05-09T01:21:44.0000000,2023-05-09T01:21:49.0000000,00:00:05,Google Chrome,,,
Confidence intervals for XGBoost in r - Buscar con Google - Google Chrome,2023-05-09T01:21:49.0000000,2023-05-09T01:21:56.0000000,00:00:07,Google Chrome,,,
python - Getting confidence intervals from an Xgboost fitted model - Stack Overflow - Google Chrome,2023-05-09T01:21:56.0000000,2023-05-09T01:22:05.0000000,00:00:09,Google Chrome,,,
Confidence intervals for XGBoost in r - Buscar con Google - Google Chrome,2023-05-09T01:22:05.0000000,2023-05-09T01:22:38.0000000,00:00:33,Google Chrome,,,
Generating prediction intervals through sampling - XGBoost - Google Chrome,2023-05-09T01:22:38.0000000,2023-05-09T01:22:48.0000000,00:00:10,Google Chrome,,,
A simple technique to estimate prediction intervals for any regression model | by Qucit | Medium - Google Chrome,2023-05-09T01:22:48.0000000,2023-05-09T01:25:28.0000000,00:02:40,Google Chrome,,,
confidence interval for xgboost - Buscar con Google - Google Chrome,2023-05-09T01:25:28.0000000,2023-05-09T01:25:43.0000000,00:00:15,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:25:43.0000000,2023-05-09T01:25:52.0000000,00:00:09,RStudio,,,
confidence interval for xgboost - Buscar con Google - Google Chrome,2023-05-09T01:25:52.0000000,2023-05-09T01:26:00.0000000,00:00:08,Google Chrome,,,
confidence interval for caret train function - Buscar con Google - Google Chrome,2023-05-09T01:26:00.0000000,2023-05-09T01:26:13.0000000,00:00:13,Google Chrome,,,
r - Is there a way to generate a confidence interval from a caret lm object? - Stack Overflow - Google Chrome,2023-05-09T01:26:13.0000000,2023-05-09T01:26:27.0000000,00:00:14,Google Chrome,,,
r - Confidence intervals for Caret package - Stack Overflow - Google Chrome,2023-05-09T01:26:27.0000000,2023-05-09T01:27:22.0000000,00:00:55,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:27:22.0000000,2023-05-09T01:28:22.0000000,00:01:00,RStudio,,,
r - Confidence intervals for Caret package - Stack Overflow - Google Chrome,2023-05-09T01:28:22.0000000,2023-05-09T01:28:29.0000000,00:00:07,Google Chrome,,,
predict for xgboost - Buscar con Google - Google Chrome,2023-05-09T01:28:29.0000000,2023-05-09T01:28:37.0000000,00:00:08,Google Chrome,,,
predict for xgboost predict interval - Buscar con Google - Google Chrome,2023-05-09T01:28:37.0000000,2023-05-09T01:28:50.0000000,00:00:13,Google Chrome,,,
Prediction intervals when forecasting with machine learning models - Google Chrome,2023-05-09T01:28:50.0000000,2023-05-09T01:29:56.0000000,00:01:06,Google Chrome,,,
How to get 95% CI or prediction interval for a predicted probability obtained from a random forest model using caret package in R? - Stack Overflow - Google Chrome,2023-05-09T01:29:56.0000000,2023-05-09T01:30:18.0000000,00:00:22,Google Chrome,,,
Prediction intervals when forecasting with machine learning models - Google Chrome,2023-05-09T01:30:18.0000000,2023-05-09T01:31:00.0000000,00:00:42,Google Chrome,,,
r - Is there a way to generate a confidence interval from a caret lm object? - Stack Overflow - Google Chrome,2023-05-09T01:31:00.0000000,2023-05-09T01:31:06.0000000,00:00:06,Google Chrome,,,
r - Is there a way to generate a confidence interval from a caret lm object? - Stack Overflow - Google Chrome,2023-05-09T01:31:06.0000000,2023-05-09T01:31:13.0000000,00:00:07,Google Chrome,,,
Time Series Forecasting with XGBoost and Feature Importance | R-bloggers - Google Chrome,2023-05-09T01:31:13.0000000,2023-05-09T01:31:48.0000000,00:00:35,Google Chrome,,,
time series forecasing xgboost in r - Buscar con Google - Google Chrome,2023-05-09T01:31:48.0000000,2023-05-09T01:32:01.0000000,00:00:13,Google Chrome,,,
Multi-step time series forecasting with XGBoost | by Kasper Groes Albin Ludvigsen | Towards Data Science - Google Chrome,2023-05-09T01:32:01.0000000,2023-05-09T01:32:08.0000000,00:00:07,Google Chrome,,,
Cisco Jabber Application,2023-05-09T01:32:08.0000000,2023-05-09T01:32:14.0000000,00:00:06,Cisco Jabber Application,,,
Multi-step time series forecasting with XGBoost | by Kasper Groes Albin Ludvigsen | Towards Data Science - Google Chrome,2023-05-09T01:32:14.0000000,2023-05-09T01:32:19.0000000,00:00:05,Google Chrome,,,
Time series forecasting with XGBoost and InfluxDB | InfoWorld - Google Chrome,2023-05-09T01:32:19.0000000,2023-05-09T01:33:10.0000000,00:00:51,Google Chrome,,,
Multi-step time series forecasting with XGBoost | by Kasper Groes Albin Ludvigsen | Towards Data Science - Google Chrome,2023-05-09T01:33:10.0000000,2023-05-09T01:33:16.0000000,00:00:06,Google Chrome,,,
Multi-step time series forecasting with XGBoost | by Kasper Groes Albin Ludvigsen | Towards Data Science - Google Chrome,2023-05-09T01:33:16.0000000,2023-05-09T01:33:22.0000000,00:00:06,Google Chrome,,,
xgboost in r error of prediction - Buscar con Google - Google Chrome,2023-05-09T01:33:22.0000000,2023-05-09T01:33:43.0000000,00:00:21,Google Chrome,,,
Predict error in R as of 1.1.1 · Issue #5794 · dmlc/xgboost - Google Chrome,2023-05-09T01:33:43.0000000,2023-05-09T01:35:01.0000000,00:01:18,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:35:01.0000000,2023-05-09T01:36:59.0000000,00:01:58,RStudio,,,
Predict error in R as of 1.1.1 · Issue #5794 · dmlc/xgboost - Google Chrome,2023-05-09T01:36:59.0000000,2023-05-09T01:37:04.0000000,00:00:05,Google Chrome,,,
Predict error in R as of 1.1.1 · Issue #5794 · dmlc/xgboost - Google Chrome,2023-05-09T01:37:04.0000000,2023-05-09T01:37:19.0000000,00:00:15,Google Chrome,,,
train xgboost in r made bagging for estimate error - Buscar con Google - Google Chrome,2023-05-09T01:37:19.0000000,2023-05-09T01:38:19.0000000,00:01:00,Google Chrome,,,
bagging on xgboost model in r for estimate error - Buscar con Google - Google Chrome,2023-05-09T01:38:19.0000000,2023-05-09T01:38:35.0000000,00:00:16,Google Chrome,,,
machine learning - Bagging of xgboost - Cross Validated - Google Chrome,2023-05-09T01:38:35.0000000,2023-05-09T01:38:54.0000000,00:00:19,Google Chrome,,,
machine learning - Out-of-bag error estimate for boosting? - Cross Validated - Google Chrome,2023-05-09T01:38:54.0000000,2023-05-09T01:39:28.0000000,00:00:34,Google Chrome,,,
New chat - Google Chrome,2023-05-09T01:39:28.0000000,2023-05-09T01:41:42.0000000,00:02:14,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:41:42.0000000,2023-05-09T01:42:10.0000000,00:00:28,RStudio,,,
New chat - Google Chrome,2023-05-09T01:42:10.0000000,2023-05-09T01:42:16.0000000,00:00:06,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T01:42:16.0000000,2023-05-09T01:42:46.0000000,00:00:30,RStudio,,,
Elementos enviados - penninivel@paho.org - Outlook,2023-05-09T10:14:03.0000000,2023-05-09T10:14:12.0000000,00:00:09,Microsoft Outlook,,,
New Tab - Avast Secure Browser,2023-05-09T10:14:12.0000000,2023-05-09T10:14:23.0000000,00:00:11,Avast Secure Browser,,,
Chat | Microsoft Teams,2023-05-09T10:14:23.0000000,2023-05-09T10:14:36.0000000,00:00:13,Microsoft Teams,,,
Elementos enviados - penninivel@paho.org - Outlook,2023-05-09T10:14:36.0000000,2023-05-09T10:14:55.0000000,00:00:19,Microsoft Outlook,,,
RStudio,2023-05-09T10:14:55.0000000,2023-05-09T10:15:14.0000000,00:00:19,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-09T10:15:14.0000000,2023-05-09T10:20:51.0000000,00:05:37,RStudio,,,
RStudio: Notebook Output,2023-05-09T10:20:51.0000000,2023-05-09T10:30:12.0000000,00:09:21,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-09T10:30:12.0000000,2023-05-09T10:31:58.0000000,00:01:46,RStudio,,,
Conmutación de tareas,2023-05-09T10:31:58.0000000,2023-05-09T10:32:06.0000000,00:00:08,Sistema operativo Microsoft® Windows®,,,
Nueva pestaña - Google Chrome,2023-05-09T10:32:06.0000000,2023-05-09T10:32:11.0000000,00:00:05,Google Chrome,,,
Centro de acciones,2023-05-09T10:32:11.0000000,2023-05-09T10:32:34.0000000,00:00:23,Windows Shell Experience Host,,,
Reports and publications — EUROMOMO - Google Chrome,2023-05-09T10:32:34.0000000,2023-05-09T10:32:43.0000000,00:00:09,Google Chrome,,,
Reports and publications — EUROMOMO - Google Chrome,2023-05-09T10:32:43.0000000,2023-05-09T10:32:52.0000000,00:00:09,Google Chrome,,,
Graphs and maps — EUROMOMO - Google Chrome,2023-05-09T10:32:52.0000000,2023-05-09T10:34:25.0000000,00:01:33,Google Chrome,,,
Notificación de Microsoft Teams,2023-05-09T10:34:25.0000000,2023-05-09T10:35:22.0000000,00:00:57,Microsoft Teams,,,
Graphs and maps — EUROMOMO - Google Chrome,2023-05-09T10:35:22.0000000,2023-05-09T10:39:45.0000000,00:04:23,Google Chrome,,,
RStudio: Notebook Output,2023-05-09T10:39:45.0000000,2023-05-09T10:39:50.0000000,00:00:05,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-09T10:39:50.0000000,2023-05-09T10:41:37.0000000,00:01:47,RStudio,,,
RStudio: Notebook Output,2023-05-09T10:41:37.0000000,2023-05-09T10:42:55.0000000,00:01:18,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-09T10:42:55.0000000,2023-05-09T10:49:30.0000000,00:06:35,RStudio,,,
www.msftconnecttest.com - Google Chrome,2023-05-09T10:49:30.0000000,2023-05-09T10:49:37.0000000,00:00:07,Google Chrome,,,
eduardo levy yeyati - Buscar con Google - Google Chrome,2023-05-09T10:49:37.0000000,2023-05-09T10:49:56.0000000,00:00:19,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T10:49:56.0000000,2023-05-09T11:05:30.0000000,00:15:34,RStudio,,,
Personal Wifi Zone - Avast Secure Browser,2023-05-09T11:05:30.0000000,2023-05-09T11:05:36.0000000,00:00:06,Avast Secure Browser,,,
Graphs and maps — EUROMOMO - Google Chrome,2023-05-09T11:05:36.0000000,2023-05-09T11:06:34.0000000,00:00:58,Google Chrome,,,
New chat - Google Chrome,2023-05-09T11:06:34.0000000,2023-05-09T11:06:47.0000000,00:00:13,Google Chrome,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:06:47.0000000,2023-05-09T11:07:28.0000000,00:00:41,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T11:07:28.0000000,2023-05-09T11:09:45.0000000,00:02:17,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:09:45.0000000,2023-05-09T11:09:53.0000000,00:00:08,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T11:09:53.0000000,2023-05-09T11:10:43.0000000,00:00:50,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:10:43.0000000,2023-05-09T11:10:52.0000000,00:00:09,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T11:10:52.0000000,2023-05-09T11:10:58.0000000,00:00:06,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:10:58.0000000,2023-05-09T11:11:03.0000000,00:00:05,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T11:11:03.0000000,2023-05-09T11:20:18.0000000,00:09:15,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:20:18.0000000,2023-05-09T11:20:23.0000000,00:00:05,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T11:20:23.0000000,2023-05-09T11:25:12.0000000,00:04:49,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-09T11:46:15.0000000,2023-05-09T11:47:53.0000000,00:01:38,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T11:47:53.0000000,2023-05-09T11:47:58.0000000,00:00:05,Google Chrome,,,
Cisco Jabber Application,2023-05-09T11:47:58.0000000,2023-05-09T11:48:04.0000000,00:00:06,Cisco Jabber Application,,,
excesoMortalidad - main - RStudio,2023-05-09T11:48:04.0000000,2023-05-09T12:10:28.0000000,00:22:24,RStudio,,,
Nueva pestaña - Google Chrome,2023-05-09T12:10:28.0000000,2023-05-09T12:10:52.0000000,00:00:24,Google Chrome,,,
r package missisng data - Buscar con Google - Google Chrome,2023-05-09T12:10:52.0000000,2023-05-09T12:11:05.0000000,00:00:13,Google Chrome,,,
R Packages | Impute Missing Values In R - Google Chrome,2023-05-09T12:11:05.0000000,2023-05-09T12:12:01.0000000,00:00:56,Google Chrome,,,
r package missisng data - Buscar con Google - Google Chrome,2023-05-09T12:12:01.0000000,2023-05-09T12:12:44.0000000,00:00:43,Google Chrome,,,
"Imputing missing data with R, MICE package | R-bloggers - Google Chrome",2023-05-09T12:12:44.0000000,2023-05-09T12:13:19.0000000,00:00:35,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-09T12:13:19.0000000,2023-05-09T12:13:26.0000000,00:00:07,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-09T12:13:26.0000000,2023-05-09T12:13:34.0000000,00:00:08,Google Chrome,,,
imputing missing data r mice package - Buscar con Google - Google Chrome,2023-05-09T12:13:34.0000000,2023-05-09T12:14:02.0000000,00:00:28,Google Chrome,,,
"Imputing Missing Data with R, MICE package | DataScience+ - Google Chrome",2023-05-09T12:14:02.0000000,2023-05-09T12:14:34.0000000,00:00:32,Google Chrome,,,
"Imputing missing data with R, MICE package | R-bloggers - Google Chrome",2023-05-09T12:14:34.0000000,2023-05-09T12:15:24.0000000,00:00:50,Google Chrome,,,
R Packages | Impute Missing Values In R - Google Chrome,2023-05-09T12:15:24.0000000,2023-05-09T12:15:29.0000000,00:00:05,Google Chrome,,,
R Packages | Impute Missing Values In R - Google Chrome,2023-05-09T12:15:29.0000000,2023-05-09T12:15:34.0000000,00:00:05,Google Chrome,,,
mice package r imputation - Buscar con Google - Google Chrome,2023-05-09T12:15:34.0000000,2023-05-09T12:16:28.0000000,00:00:54,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:16:28.0000000,2023-05-09T12:18:17.0000000,00:01:49,Google Chrome,,
imputing missing data r mice package - Buscar con Google - Google Chrome,2023-05-09T12:18:17.0000000,2023-05-09T12:18:29.0000000,00:00:12,Google Chrome,,,
r mice package which method choose - Buscar con Google - Google Chrome,2023-05-09T12:18:29.0000000,2023-05-09T12:18:52.0000000,00:00:23,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:18:52.0000000,2023-05-09T12:19:48.0000000,00:00:56,Google Chrome,,
(PDF) MICE: Multivariate Imputation by Chained Equations in R - Google Chrome,2023-05-09T12:19:48.0000000,2023-05-09T12:19:59.0000000,00:00:11,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:19:59.0000000,2023-05-09T12:20:05.0000000,00:00:06,RStudio,,,
r mice package which method choose - Buscar con Google - Google Chrome,2023-05-09T12:20:05.0000000,2023-05-09T12:20:11.0000000,00:00:06,Google Chrome,,,
WhatsApp Web - Google Chrome,2023-05-09T12:20:11.0000000,2023-05-09T12:20:16.0000000,00:00:05,Google Chrome,,,
ResearchGate - Google Chrome,2023-05-09T12:20:16.0000000,2023-05-09T12:20:21.0000000,00:00:05,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:20:21.0000000,2023-05-09T12:20:26.0000000,00:00:05,Google Chrome,,
"Imputing missing data with R, MICE package | R-bloggers - Google Chrome",2023-05-09T12:20:26.0000000,2023-05-09T12:20:31.0000000,00:00:05,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:20:31.0000000,2023-05-09T12:20:42.0000000,00:00:11,Google Chrome,,
(9) WhatsApp - Google Chrome,2023-05-09T12:20:42.0000000,2023-05-09T12:21:11.0000000,00:00:29,Google Chrome,,,
(8) WhatsApp - Google Chrome,2023-05-09T12:21:11.0000000,2023-05-09T12:21:20.0000000,00:00:09,Google Chrome,,,
Abrir,2023-05-09T12:21:20.0000000,2023-05-09T12:21:25.0000000,00:00:05,Google Chrome,,,
(8) WhatsApp - Google Chrome,2023-05-09T12:21:25.0000000,2023-05-09T12:21:33.0000000,00:00:08,Google Chrome,,,
(7) WhatsApp - Google Chrome,2023-05-09T12:21:33.0000000,2023-05-09T12:22:41.0000000,00:01:08,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:22:41.0000000,2023-05-09T12:39:28.0000000,00:16:47,RStudio,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-09T12:39:28.0000000,2023-05-09T12:39:40.0000000,00:00:12,Microsoft Outlook,,,
excesoMortalidad - main - RStudio,2023-05-09T12:39:40.0000000,2023-05-09T12:40:54.0000000,00:01:14,RStudio,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:40:54.0000000,2023-05-09T12:40:59.0000000,00:00:05,Google Chrome,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:40:59.0000000,2023-05-09T12:41:39.0000000,00:00:40,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:41:39.0000000,2023-05-09T12:41:50.0000000,00:00:11,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:41:50.0000000,2023-05-09T12:42:01.0000000,00:00:11,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:42:01.0000000,2023-05-09T12:42:06.0000000,00:00:05,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:42:06.0000000,2023-05-09T12:42:53.0000000,00:00:47,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:42:53.0000000,2023-05-09T12:43:52.0000000,00:00:59,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:43:52.0000000,2023-05-09T12:44:09.0000000,00:00:17,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:44:09.0000000,2023-05-09T12:44:20.0000000,00:00:11,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:44:20.0000000,2023-05-09T12:44:59.0000000,00:00:39,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:44:59.0000000,2023-05-09T12:45:05.0000000,00:00:06,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:45:05.0000000,2023-05-09T12:45:51.0000000,00:00:46,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:45:51.0000000,2023-05-09T12:46:19.0000000,00:00:28,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:46:19.0000000,2023-05-09T12:46:42.0000000,00:00:23,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:46:42.0000000,2023-05-09T12:47:35.0000000,00:00:53,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:47:35.0000000,2023-05-09T12:47:56.0000000,00:00:21,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:47:56.0000000,2023-05-09T12:48:44.0000000,00:00:48,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:48:44.0000000,2023-05-09T12:49:48.0000000,00:01:04,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:49:48.0000000,2023-05-09T12:50:00.0000000,00:00:12,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:50:00.0000000,2023-05-09T12:50:23.0000000,00:00:23,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:50:23.0000000,2023-05-09T12:50:52.0000000,00:00:29,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:50:52.0000000,2023-05-09T12:50:57.0000000,00:00:05,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:50:57.0000000,2023-05-09T12:51:04.0000000,00:00:07,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:51:04.0000000,2023-05-09T12:51:10.0000000,00:00:06,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:51:10.0000000,2023-05-09T12:51:52.0000000,00:00:42,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:51:52.0000000,2023-05-09T12:52:06.0000000,00:00:14,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:52:06.0000000,2023-05-09T12:52:18.0000000,00:00:12,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:52:18.0000000,2023-05-09T12:53:24.0000000,00:01:06,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-09T12:53:24.0000000,2023-05-09T12:54:57.0000000,00:01:33,RStudio,,,
XGBOOST Prediction Intervals - Google Chrome,2023-05-09T12:54:57.0000000,2023-05-09T12:55:21.0000000,00:00:24,Google Chrome,,,
(8) WhatsApp - Google Chrome,2023-05-09T12:55:21.0000000,2023-05-09T12:55:31.0000000,00:00:10,Google Chrome,,,
(7) WhatsApp - Google Chrome,2023-05-09T12:55:31.0000000,2023-05-09T12:56:14.0000000,00:00:43,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:56:14.0000000,2023-05-09T12:56:47.0000000,00:00:33,Google Chrome,,
"Imputing Missing Data with R, MICE package | DataScience+ - Google Chrome",2023-05-09T12:56:47.0000000,2023-05-09T12:56:56.0000000,00:00:09,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:56:56.0000000,2023-05-09T12:57:05.0000000,00:00:09,Google Chrome,,
excesoMortalidad - main - RStudio,2023-05-09T12:57:05.0000000,2023-05-09T12:57:13.0000000,00:00:08,RStudio,,,
Sistema operativo Microsoft® Windows®,2023-05-09T12:57:13.0000000,2023-05-09T12:57:18.0000000,00:00:05,Sistema operativo Microsoft® Windows®,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T12:57:18.0000000,2023-05-09T12:57:29.0000000,00:00:11,Google Chrome,,
Nueva pestaña - Google Chrome,2023-05-09T12:57:29.0000000,2023-05-09T12:57:41.0000000,00:00:12,Google Chrome,,,
Recibidos (60) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-09T12:57:41.0000000,2023-05-09T12:57:49.0000000,00:00:08,Google Chrome,,,
Importante actualizacion de seguridad para Google Chrome - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-09T12:57:49.0000000,2023-05-09T12:58:00.0000000,00:00:11,Google Chrome,,,
Posteo #1 - Exceso - Documentos de Google - Google Chrome,2023-05-09T12:58:00.0000000,2023-05-09T12:58:08.0000000,00:00:08,Google Chrome,,,
Posteo #1 - Exceso - Documentos de Google - Google Chrome,2023-05-09T12:58:08.0000000,2023-05-09T13:18:14.0000000,00:20:06,Google Chrome,,,
Posteo #1 - Exceso - Documentos de Google - Google Chrome,2023-05-09T13:49:51.0000000,2023-05-09T13:50:04.0000000,00:00:13,Google Chrome,,,
Sistema operativo Microsoft® Windows®,2023-05-09T13:50:04.0000000,2023-05-09T13:50:09.0000000,00:00:05,Sistema operativo Microsoft® Windows®,,,
Posteo #1 - Exceso - Documentos de Google - Google Chrome,2023-05-09T13:50:09.0000000,2023-05-09T13:50:14.0000000,00:00:05,Google Chrome,,,
Imputation in R: Top 3 Ways for Imputing Missing Data - Machine Learning, R programming - Google Chrome,2023-05-09T13:50:14.0000000,2023-05-09T13:50:19.0000000,00:00:05,Google Chrome,,
Cisco Jabber Application,2023-05-09T13:50:19.0000000,2023-05-09T13:50:24.0000000,00:00:05,Cisco Jabber Application,,,
